Country,CountryName,TotalCase,NewCase,TotalDeath,NewDeath,TotalRecoverd,Active,Serious,TotalTests,Population,Date,AverageDate
G,Guinea-Bissau,2032,51,27,0,944,1061,5,1500,1972150,8/5/20,08/15/20
B,Benin,1936,22,38,0,1600,298,1,93677,12151106,8/5/20,08/15/20
I,Iceland,1926,8,10,0,1825,91,0,147005,341459,8/5/20,08/15/20
S,Sierra Leone,1860,5,67,0,1401,392,0,0,7991725,8/5/20,08/15/20
Y,Yemen,1763,3,508,2,894,361,0,120,29885098,8/5/20,08/15/20
T,Tunisia,1601,17,51,0,1233,317,9,98823,11830463,8/5/20,08/15/20
N,New Zealand,1569,2,22,0,1523,24,0,477909,5002100,8/5/20,08/15/20
A,Angola,1395,51,62,3,506,827,20,64747,32953494,8/5/20,08/15/20
U,Uruguay,1309,9,37,0,1065,207,3,124098,3474923,8/5/20,08/15/20
L,Latvia,1257,8,32,0,1070,155,0,206080,1883993,8/5/20,08/15/20
J,Jordan,1231,7,11,0,1160,60,3,622620,10212861,8/5/20,08/15/20
L,Liberia,1221,5,78,0,699,444,0,0,5068292,8/5/20,08/15/20
U,Uganda,1213,10,5,0,1102,106,0,284790,45863886,8/5/20,08/15/20
G,Georgia,1197,15,17,0,974,206,0,240473,3988389,8/5/20,08/15/20
C,Cyprus,1195,15,19,0,856,320,0,216597,1208214,8/5/20,08/15/20
B,Burkina Faso,1153,0,54,0,947,152,0,0,20953280,8/5/20,08/15/20
N,Niger,1152,0,69,0,1057,26,0,9052,24279024,8/5/20,08/15/20
T,Togo,1001,13,21,2,690,290,2,44952,8296051,8/5/20,08/15/20
S,Syria,944,52,48,2,296,600,0,0,17538435,8/5/20,08/15/20
C,Chad,939,1,75,0,835,29,0,0,16466672,8/5/20,08/15/20
A,Andorra,939,0,52,0,825,62,1,3750,77277,8/5/20,08/15/20
M,Malta,926,36,9,0,668,249,0,134944,441660,8/5/20,08/15/20
J,Jamaica,920,15,12,0,745,163,0,40726,2962443,8/5/20,08/15/20
S,Sao Tome and Principe,878,3,15,0,795,68,0,3062,219532,8/5/20,08/15/20
B,Botswana,804,0,2,0,63,739,1,68423,2355945,8/5/20,08/15/20
G,Gambia,799,128,16,2,115,668,0,4859,2422567,8/5/20,08/15/20
B,Bahamas,751,36,14,0,91,646,1,4704,393606,8/5/20,08/15/20
L,Lesotho,726,0,21,0,174,531,0,8665,2143896,8/5/20,08/15/20
V,Vietnam,717,45,8,0,381,328,0,482456,97423080,8/5/20,08/15/20
D,Diamond Princess,712,0,13,0,651,48,4,0,0,8/5/20,08/15/20
S,San Marino,699,0,42,0,657,0,0,6068,33938,8/5/20,08/15/20
R,Réunion,670,1,5,1,592,73,3,35419,895934,8/5/20,08/15/20
C,Channel Islands,596,1,47,0,533,16,0,30721,174017,8/5/20,08/15/20
G,Guyana,509,12,22,0,189,298,1,5057,786926,8/5/20,08/15/20
T,Tanzania,509,0,21,0,183,305,7,0,59881716,8/5/20,08/15/20
T,Taiwan,476,0,7,0,443,26,0,82737,23821081,8/5/20,08/15/20
B,Burundi,395,0,1,0,304,90,0,15614,11921244,8/5/20,08/15/20
C,Comoros,388,0,7,0,340,41,0,0,871275,8/5/20,08/15/20
M,Myanmar,357,2,6,0,305,46,0,120832,54445394,8/5/20,08/15/20
M,Mauritius,344,0,10,0,334,0,0,205285,1271979,8/5/20,08/15/20
I,Isle of Man,336,0,24,0,312,0,0,8560,85077,8/5/20,08/15/20
M,Mongolia,293,0,0,0,244,49,1,37278,3283200,8/5/20,08/15/20
E,Eritrea,282,0,0,0,225,57,0,0,3551041,8/5/20,08/15/20
G,Guadeloupe,279,7,14,0,179,86,0,18476,400131,8/5/20,08/15/20
M,Martinique,269,0,15,0,98,156,4,12227,375236,8/5/20,08/15/20
C,Cambodia,243,3,0,0,202,41,1,67807,16740743,8/5/20,08/15/20
F,Faeroe Islands,241,14,0,0,192,49,1,41459,48881,8/5/20,08/15/20
C,Cayman Islands,203,0,1,0,202,0,0,30900,65795,8/5/20,08/15/20
T,Trinidad and Tobago,199,5,8,0,135,56,0,9390,1399938,8/5/20,08/15/20
G,Gibraltar,189,0,0,0,183,6,0,22637,33690,8/5/20,08/15/20
A,Aruba,171,39,3,0,112,56,0,14047,106811,8/5/20,08/15/20
B,Bermuda,157,0,9,0,144,4,0,25697,62254,8/5/20,08/15/20
S,Sint Maarten,156,6,16,0,64,76,0,1026,42922,8/5/20,08/15/20
P,Papua New Guinea,153,39,2,0,44,107,0,10471,8962545,8/5/20,08/15/20
B,Brunei,141,0,3,0,138,0,0,41148,437882,8/5/20,08/15/20
B,Barbados,133,1,7,0,100,26,0,12057,287410,8/5/20,08/15/20
S,Seychelles,126,12,0,0,124,2,0,0,98407,8/5/20,08/15/20
M,Monaco,125,2,4,0,105,16,2,38209,39269,8/5/20,08/15/20
T,Turks and Caicos,116,0,2,0,38,76,3,1222,38766,8/5/20,08/15/20
B,Bhutan,105,2,0,0,93,12,0,54275,772419,8/5/20,08/15/20
A,Antigua and Barbuda,92,0,3,0,76,13,1,1500,98008,8/5/20,08/15/20
L,Liechtenstein,89,0,1,0,85,3,0,900,38139,8/5/20,08/15/20
B,Belize,72,15,2,0,31,39,2,3628,398292,8/5/20,08/15/20
F,French Polynesia,64,0,0,0,62,2,0,5849,281067,8/5/20,08/15/20
S,St. Vincent Grenadines,56,1,0,0,46,10,0,2425,110975,8/5/20,08/15/20
S,Saint Martin,53,0,3,0,41,9,1,1183,38727,8/5/20,08/15/20
M,Macao,46,0,0,0,46,0,0,4071,650169,8/5/20,08/15/20
C,Curaçao,29,0,1,0,24,4,0,1080,164159,8/5/20,08/15/20
F,Fiji,27,0,1,0,18,8,0,6693,897077,8/5/20,08/15/20
S,Saint Lucia,25,0,0,0,24,1,0,3810,183710,8/5/20,08/15/20
T,Timor-Leste,25,0,0,0,24,1,0,4238,1320743,8/5/20,08/15/20
G,Grenada,24,0,0,0,23,1,0,6252,112574,8/5/20,08/15/20
N,New Caledonia,22,0,0,0,22,0,0,10186,285762,8/5/20,08/15/20
L,Laos,20,0,0,0,19,1,0,28994,7285462,8/5/20,08/15/20
D,Dominica,18,0,0,0,18,0,0,1005,72004,8/5/20,08/15/20
S,Saint Kitts and Nevis,17,0,0,0,16,1,0,1146,53236,8/5/20,08/15/20
G,Greenland,14,0,0,0,13,1,0,5930,56780,8/5/20,08/15/20
M,Montserrat,13,0,1,0,10,2,0,61,4992,8/5/20,08/15/20
C,Caribbean Netherlands,13,0,0,0,7,6,0,424,26246,8/5/20,08/15/20
F,Falkland Islands,13,0,0,0,13,0,0,1816,3489,8/5/20,08/15/20
V,Vatican City,12,0,0,0,12,0,0,0,801,8/5/20,08/15/20
W,Western Sahara,10,0,1,0,8,1,0,0,598642,8/5/20,08/15/20
M,MS Zaandam,9,0,2,0,0,7,0,0,0,8/5/20,08/15/20
B,British Virgin Islands,9,1,1,0,7,1,0,1522,30251,8/5/20,08/15/20
S,St. Barth,9,0,0,0,6,3,0,1246,9880,8/5/20,08/15/20
S,Saint Pierre Miquelon,4,0,0,0,1,3,0,0,5791,8/5/20,08/15/20
A,Anguilla,3,0,0,0,3,0,0,537,15016,8/5/20,08/15/20
U,USA,5251446,49800,166192,569,2715934,2369320,17589,66178615,331219304,8/10/20,08/15/20
B,Brazil,3057470,21888,101857,721,2163812,791801,8318,13231548,212727180,8/10/20,08/15/20
I,India,2267153,53016,45353,887,1581640,640160,8944,24583558,1381493158,8/10/20,08/15/20
R,Russia,892654,5118,15001,70,696681,180972,2300,30800000,145941605,8/10/20,08/15/20
S,South Africa,563598,3739,10621,213,417200,135777,539,3267494,59389738,8/10/20,08/15/20
P,Peru,483133,5109,21276,204,329404,132453,1484,2590078,33021340,8/10/20,08/15/20
M,Mexico,480278,4376,52298,292,322465,105515,3708,1091695,129080955,8/10/20,08/15/20
C,Colombia,397623,10142,13154,312,221485,162984,1493,1942730,50942186,8/10/20,08/15/20
C,Chile,375044,1988,10139,62,347342,17563,1276,1867367,19134305,8/10/20,08/15/20
S,Spain,370060,2873,28576,73,0,0,617,7472031,46756846,8/10/20,08/15/20
I,Iran,328844,2132,18616,189,286642,23586,3992,2711817,84109372,8/10/20,08/15/20
U,UK,311641,816,46526,21,0,0,67,18605095,67925918,8/10/20,08/15/20
S,Saudi Arabia,289947,1257,3199,32,253478,33270,1824,3872599,34871848,8/10/20,08/15/20
P,Pakistan,284660,539,6097,15,260764,17799,776,2147584,221342804,8/10/20,08/15/20
B,Bangladesh,260507,2907,3438,39,150437,106632,0,1273168,164869319,8/10/20,08/15/20
A,Argentina,253868,7369,4764,158,174974,74130,1569,856055,45241412,8/10/20,08/15/20
I,Italy,250825,259,35209,4,202248,13368,46,7276276,60451600,8/10/20,08/15/20
T,Turkey,241997,1193,5858,14,224970,11169,603,5326035,84438244,8/10/20,08/15/20
G,Germany,218500,1219,9265,5,197900,11335,236,8586648,83814180,8/10/20,08/15/20
F,France,202775,785,30340,14,82836,89599,383,4279588,65289880,8/10/20,08/15/20
I,Iraq,153599,3484,5464,72,109790,38345,544,1165049,40315913,8/10/20,08/15/20
P,Philippines,136551,6871,2293,23,68152,66106,239,1793079,109738661,8/10/20,08/15/20
I,Indonesia,127083,1687,5765,42,82236,39082,0,1731634,273839956,8/10/20,08/15/20
C,Canada,120132,681,8987,6,106355,4790,2282,4505218,37778634,8/10/20,08/15/20
Q,Qatar,113262,315,188,4,109993,3081,75,524466,2807805,8/10/20,08/15/20
K,Kazakhstan,99442,741,1246,23,72523,25673,221,2183308,18801121,8/10/20,08/15/20
E,Egypt,95666,174,5035,26,53779,36852,41,135000,102537651,8/10/20,08/15/20
E,Ecuador,94701,242,5932,10,78608,10161,369,267795,17671754,8/10/20,08/15/20
B,Bolivia,89999,944,3640,53,29808,56551,71,190924,11690199,8/10/20,08/15/20
I,Israel,84722,1720,613,13,58998,25111,388,1872453,9197590,8/10/20,08/15/20
C,China,84668,49,4634,0,79232,802,41,90410000,1439323776,8/10/20,08/15/20
S,Sweden,83126,139,5765,0,0,0,34,863315,10106283,8/10/20,08/15/20
U,Ukraine,81957,1008,1922,25,44359,35676,127,1179434,43703002,8/10/20,08/15/20
O,Oman,81787,207,521,8,76124,5142,172,309212,5119870,8/10/20,08/15/20
D,Dominican Republic,80499,767,1328,19,44910,34261,309,297492,10859836,8/10/20,08/15/20
P,Panama,75394,902,1664,25,49510,24220,157,252381,4322025,8/10/20,08/15/20
B,Belgium,74152,751,9872,2,17780,46500,69,1859218,11595289,8/10/20,08/15/20
K,Kuwait,72400,687,482,4,64028,7890,117,535803,4277349,8/10/20,08/15/20
B,Belarus,68947,97,589,2,64991,3367,0,1376189,9448967,8/10/20,08/15/20
U,UAE,62704,179,357,0,56766,5581,0,5500701,9903385,8/10/20,08/15/20
R,Romania,62547,779,2729,29,30311,29507,476,1385334,19222629,8/10/20,08/15/20
N,Netherlands,59194,630,6157,0,0,0,40,1079860,17139169,8/10/20,08/15/20
G,Guatemala,56987,382,2222,11,45589,9176,5,181801,17950526,8/10/20,08/15/20
S,Singapore,55292,188,27,0,49609,5656,0,1474372,5855434,8/10/20,08/15/20
P,Portugal,52825,157,1759,3,38600,12466,29,1753524,10193270,8/10/20,08/15/20
P,Poland,52410,619,1809,2,36877,13724,71,2234383,37841850,8/10/20,08/15/20
J,Japan,47990,1207,1047,7,33058,13885,162,1016197,126431646,8/10/20,08/15/20
H,Honduras,47454,481,1495,19,6597,39362,45,116246,9921427,8/10/20,08/15/20
N,Nigeria,46867,290,950,5,33346,12571,7,317496,206662307,8/10/20,08/15/20
B,Bahrain,44397,386,163,1,41209,3025,38,912111,1707319,8/10/20,08/15/20
G,Ghana,41212,209,215,0,38727,2270,6,415671,31140586,8/10/20,08/15/20
A,Armenia,40433,23,796,5,32616,7021,0,176354,2963872,8/10/20,08/15/20
K,Kyrgyzstan,40177,258,1474,6,32199,6504,24,267718,6535656,8/10/20,08/15/20
A,Afghanistan,37162,108,1328,4,26228,9606,31,92710,39019051,8/10/20,08/15/20
S,Switzerland,36708,105,1987,1,32400,2321,21,842509,8661643,8/10/20,08/15/20
A,Algeria,35712,498,1312,10,24920,9480,57,0,43934744,8/10/20,08/15/20
M,Morocco,34063,826,516,18,24524,9023,31,1449968,36958139,8/10/20,08/15/20
A,Azerbaijan,33647,79,492,2,30642,2513,0,790141,10149241,8/10/20,08/15/20
U,Uzbekistan,31304,695,200,6,22992,8112,386,1377915,33521330,8/10/20,08/15/20
S,Serbia,28262,163,646,5,18965,8651,107,754143,8733282,8/10/20,08/15/20
M,Moldova,27841,181,850,5,19300,7691,362,128076,4032881,8/10/20,08/15/20
K,Kenya,26928,492,423,3,13495,13010,44,358330,53894135,8/10/20,08/15/20
V,Venezuela,26800,995,229,6,16930,9641,74,1596120,28426623,8/10/20,08/15/20
I,Ireland,26768,56,1772,0,23364,1632,7,670771,4943803,8/10/20,08/15/20
C,Costa Rica,23872,586,244,9,7823,15805,84,105915,5099238,8/10/20,08/15/20
E,Ethiopia,23591,773,420,13,10411,12760,164,509010,115254952,8/10/20,08/15/20
N,Nepal,23310,338,79,4,16493,6738,0,764638,29192221,8/10/20,08/15/20
A,Austria,22106,73,723,2,20010,1373,24,965758,9012138,8/10/20,08/15/20
A,Australia,21397,313,313,18,12134,8950,51,4918546,25532096,8/10/20,08/15/20
E,El Salvador,20872,449,563,14,9720,10589,534,263587,6489871,8/10/20,08/15/20
C,Czechia,18494,141,390,0,12983,5121,17,751790,10711236,8/10/20,08/15/20
C,Cameroon,18042,0,395,0,15320,2327,30,149000,26613431,8/10/20,08/15/20
I,Ivory Coast,16798,83,105,0,13052,3641,0,109677,26445110,8/10/20,08/15/20
D,Denmark,14815,373,620,3,12925,1270,2,1755433,5794501,8/10/20,08/15/20
S,S. Korea,14626,28,305,0,13658,663,16,1628303,51274213,8/10/20,08/15/20
P,Palestine,14510,302,100,3,8045,6365,0,214862,5113640,8/10/20,08/15/20
B,Bosnia and Herzegovina,14498,811,425,31,8159,5914,0,152346,3278428,8/10/20,08/15/20
B,Bulgaria,13512,116,459,12,7980,5073,54,308478,6942286,8/10/20,08/15/20
M,Madagascar,13202,116,151,3,11011,2040,82,49228,27763513,8/10/20,08/15/20
S,Sudan,11956,0,781,0,6266,4909,0,401,43954755,8/10/20,08/15/20
N,North Macedonia,11942,103,528,1,8087,3327,3,114807,2083364,8/10/20,08/15/20
S,Senegal,11312,137,236,4,7390,3686,45,121106,16788715,8/10/20,08/15/20
N,Norway,9684,46,256,0,8857,571,2,494706,5425933,8/10/20,08/15/20
D,DRC,9489,35,224,0,8363,902,0,0,89832075,8/10/20,08/15/20
M,Malaysia,9094,11,125,0,8803,166,1,1036339,32410904,8/10/20,08/15/20
F,French Guiana,8324,57,49,1,7549,726,19,43127,299470,8/10/20,08/15/20
Z,Zambia,8210,125,241,6,6802,1167,0,94449,18435777,8/10/20,08/15/20
G,Gabon,8006,83,51,0,5823,2132,9,91767,2231139,8/10/20,08/15/20
G,Guinea,7930,0,50,0,6898,982,24,14407,13168812,8/10/20,08/15/20
T,Tajikistan,7827,82,62,0,6614,1151,0,0,9559815,8/10/20,08/15/20
H,Haiti,7634,23,183,1,4982,2469,0,18933,11417622,8/10/20,08/15/20
F,Finland,7601,17,333,2,6980,288,1,408540,5541698,8/10/20,08/15/20
P,Paraguay,7234,327,82,7,5276,1876,34,140236,7142048,8/10/20,08/15/20
L,Luxembourg,7216,11,121,1,6170,925,6,647643,627064,8/10/20,08/15/20
L,Lebanon,6812,295,80,2,2290,4442,37,371239,6821888,8/10/20,08/15/20
M,Mauritania,6555,32,157,0,5570,828,3,57604,4662068,8/10/20,08/15/20
A,Albania,6536,125,200,1,3379,2957,20,42242,2877436,8/10/20,08/15/20
L,Libya,5929,478,125,6,724,5080,0,62907,6881374,8/10/20,08/15/20
G,Greece,5749,126,213,1,3804,1732,24,658178,10417119,8/10/20,08/15/20
C,Croatia,5649,45,158,1,4906,585,8,129379,4102301,8/10/20,08/15/20
D,Djibouti,5347,3,59,0,5120,168,0,60665,989544,8/10/20,08/15/20
M,Maldives,5157,116,19,0,2835,2303,12,89555,541552,8/10/20,08/15/20
E,Equatorial Guinea,4821,0,83,0,2182,2556,0,44356,1407508,8/10/20,08/15/20
Z,Zimbabwe,4748,99,104,0,1524,3120,0,149748,14886169,8/10/20,08/15/20
H,Hungary,4731,35,605,3,3525,601,6,362660,9657518,8/10/20,08/15/20
M,Malawi,4674,16,146,0,2430,2098,4,34877,19180259,8/10/20,08/15/20
C,CAR,4641,0,60,0,1721,2860,2,29817,4838671,8/10/20,08/15/20
H,Hong Kong,4149,69,55,1,2916,1178,36,692430,7503705,8/10/20,08/15/20
N,Nicaragua,3902,0,123,0,2913,866,0,0,6633124,8/10/20,08/15/20
M,Montenegro,3696,78,68,4,2521,1107,0,39875,628075,8/10/20,08/15/20
C,Congo,3664,0,58,0,1589,2017,0,0,5531995,8/10/20,08/15/20
T,Thailand,3351,0,58,0,3160,133,1,749213,69819803,8/10/20,08/15/20
E,Eswatini,3309,73,61,3,1634,1614,10,27837,1161479,8/10/20,08/15/20
S,Somalia,3227,0,93,0,1728,1406,2,0,15937877,8/10/20,08/15/20
N,Namibia,3101,152,19,0,715,2367,11,35175,2545768,8/10/20,08/15/20
M,Mayotte,3068,0,39,0,2835,194,1,13000,273491,8/10/20,08/15/20
C,Cuba,3046,93,88,0,2460,498,6,301598,11325824,8/10/20,08/15/20
C,Cabo Verde,2883,25,32,0,2128,723,0,61633,556647,8/10/20,08/15/20
S,Sri Lanka,2871,27,11,0,2593,267,1,166737,21423341,8/10/20,08/15/20
S,Slovakia,2599,3,31,0,1866,702,8,279526,5459944,8/10/20,08/15/20
M,Mali,2573,6,125,0,1969,479,0,27007,20309302,8/10/20,08/15/20
S,Suriname,2489,98,30,1,1674,785,13,3816,587211,8/10/20,08/15/20
S,South Sudan,2470,0,47,0,1175,1248,0,12044,11208006,8/10/20,08/15/20
M,Mozambique,2411,142,16,0,860,1535,0,68828,31343569,8/10/20,08/15/20
L,Lithuania,2265,13,81,0,1670,514,6,553388,2717709,8/10/20,08/15/20
S,Slovenia,2255,6,128,1,1960,167,3,136787,2078971,8/10/20,08/15/20
E,Estonia,2158,6,63,0,1962,133,0,126738,1326637,8/10/20,08/15/20
R,Rwanda,2152,12,7,0,1392,753,0,304500,12985066,8/10/20,08/15/20
G,Guinea-Bissau,2052,0,29,0,944,1079,5,1500,1972787,8/10/20,08/15/20
I,Iceland,1962,4,10,0,1838,114,1,161478,341490,8/10/20,08/15/20
B,Benin,1936,0,38,0,1600,298,1,93677,12155458,8/10/20,08/15/20
S,Sierra Leone,1917,1,69,1,1447,401,0,0,7993945,8/10/20,08/15/20
Y,Yemen,1832,28,518,3,915,399,0,120,29894092,8/10/20,08/15/20
T,Tunisia,1717,20,51,0,1265,401,9,105356,11832151,8/10/20,08/15/20
A,Angola,1679,7,78,3,569,1032,20,64747,32967526,8/10/20,08/15/20
N,New Zealand,1569,0,22,0,1526,21,0,496606,5002100,8/10/20,08/15/20
U,Uruguay,1364,11,37,0,1146,181,4,133237,3475087,8/10/20,08/15/20
U,Uganda,1297,14,9,2,1137,151,0,299036,45883715,8/10/20,08/15/20
L,Latvia,1290,0,32,0,1070,188,0,214202,1883710,8/10/20,08/15/20
J,Jordan,1268,16,11,0,1187,70,3,652759,10214244,8/10/20,08/15/20
S,Syria,1255,67,52,0,364,839,0,0,17544260,8/10/20,08/15/20
C,Cyprus,1252,10,19,0,870,363,5,230068,1208334,8/10/20,08/15/20
G,Georgia,1250,25,17,0,1010,223,0,258525,3988285,8/10/20,08/15/20
L,Liberia,1240,3,79,0,725,436,0,0,5069921,8/10/20,08/15/20
G,Gambia,1235,0,23,0,221,991,0,5183,2423499,8/10/20,08/15/20
B,Burkina Faso,1204,29,54,0,984,166,0,0,20961139,8/10/20,08/15/20
N,Niger,1158,0,69,0,1062,27,0,9052,24291068,8/10/20,08/15/20
M,Malta,1112,23,9,0,688,415,0,143385,441676,8/10/20,08/15/20
T,Togo,1067,7,25,2,729,313,2,48431,8298708,8/10/20,08/15/20
B,Botswana,1066,172,2,0,80,984,1,80163,2356595,8/10/20,08/15/20
J,Jamaica,1023,20,14,1,745,264,0,43382,2962619,8/10/20,08/15/20
A,Andorra,963,8,52,0,839,72,1,3750,77279,8/10/20,08/15/20
C,Chad,945,1,76,0,843,26,0,0,16473138,8/10/20,08/15/20
B,Bahamas,945,47,15,0,113,817,1,6557,393657,8/10/20,08/15/20
S,Sao Tome and Principe,878,0,15,0,800,63,0,3141,219588,8/10/20,08/15/20
V,Vietnam,847,6,15,4,399,433,0,482456,97435032,8/10/20,08/15/20
L,Lesotho,781,39,24,1,175,582,0,8771,2144128,8/10/20,08/15/20
D,Diamond Princess,712,0,13,0,651,48,4,0,0,8/10/20,08/15/20
S,San Marino,699,0,42,0,657,0,0,6068,33939,8/10/20,08/15/20
R,Réunion,690,3,5,0,631,54,4,35419,896021,8/10/20,08/15/20
A,Aruba,630,67,3,0,114,513,0,14047,106817,8/10/20,08/15/20
C,Channel Islands,599,2,47,0,545,7,0,52055,174039,8/10/20,08/15/20
G,Guyana,568,0,22,0,189,357,4,5313,786978,8/10/20,08/15/20
T,Tanzania,509,0,21,0,183,305,7,0,59905052,8/10/20,08/15/20
T,Taiwan,480,0,7,0,443,30,0,83117,23821668,8/10/20,08/15/20
B,Burundi,408,0,1,0,315,92,0,17306,11926103,8/10/20,08/15/20
C,Comoros,399,0,7,0,369,23,0,0,871529,8/10/20,08/15/20
M,Myanmar,360,0,6,0,312,42,0,125872,54450369,8/10/20,08/15/20
M,Mauritius,344,0,10,0,334,0,0,205285,1272008,8/10/20,08/15/20
I,Isle of Man,336,0,24,0,312,0,0,8665,85083,8/10/20,08/15/20
M,Martinique,336,0,16,0,98,222,2,12227,375232,8/10/20,08/15/20
G,Guadeloupe,317,27,14,0,186,117,2,20305,400132,8/10/20,08/15/20
F,Faeroe Islands,306,3,0,0,215,91,0,55877,48884,8/10/20,08/15/20
M,Mongolia,293,0,0,0,263,30,1,40403,3283922,8/10/20,08/15/20
E,Eritrea,285,0,0,0,245,40,0,0,3551711,8/10/20,08/15/20
T,Trinidad and Tobago,281,2,8,0,138,135,0,11311,1399999,8/10/20,08/15/20
C,Cambodia,251,3,0,0,219,32,1,72886,16743905,8/10/20,08/15/20
T,Turks and Caicos,216,19,2,0,39,175,3,1470,38774,8/10/20,08/15/20
P,Papua New Guinea,214,0,3,0,53,158,0,10808,8964864,8/10/20,08/15/20
C,Cayman Islands,203,0,1,0,202,0,0,31299,65806,8/10/20,08/15/20
G,Gibraltar,201,0,0,0,186,15,0,24469,33690,8/10/20,08/15/20
S,Sint Maarten,189,0,17,0,86,86,3,1334,42929,8/10/20,08/15/20
B,Bermuda,158,0,9,0,144,5,0,27627,62251,8/10/20,08/15/20
B,Belize,154,1,2,0,32,120,2,4031,398391,8/10/20,08/15/20
B,Barbados,142,0,7,0,112,23,0,13016,287415,8/10/20,08/15/20
B,Brunei,142,0,3,0,138,1,0,43312,437939,8/10/20,08/15/20
M,Monaco,133,0,4,0,113,16,4,38209,39273,8/10/20,08/15/20
S,Seychelles,126,0,0,0,125,1,0,0,98415,8/10/20,08/15/20
F,French Polynesia,112,43,0,0,62,50,1,6525,281089,8/10/20,08/15/20
B,Bhutan,110,2,0,0,96,14,0,55783,772535,8/10/20,08/15/20
A,Antigua and Barbuda,92,0,3,0,76,13,1,1500,98019,8/10/20,08/15/20
L,Liechtenstein,89,0,1,0,85,3,0,900,38140,8/10/20,08/15/20
S,Saint Martin,78,0,3,0,44,31,1,1770,38736,8/10/20,08/15/20
S,St. Vincent Grenadines,57,1,0,0,52,5,0,2529,110980,8/10/20,08/15/20
M,Macao,46,0,0,0,46,0,0,4071,650290,8/10/20,08/15/20
C,Curaçao,32,1,1,0,30,1,0,1080,164168,8/10/20,08/15/20
F,Fiji,27,0,1,0,18,8,0,6693,897166,8/10/20,08/15/20
S,Saint Lucia,25,0,0,0,24,1,0,3973,183721,8/10/20,08/15/20
T,Timor-Leste,25,0,0,0,24,1,0,4238,1321087,8/10/20,08/15/20
G,Grenada,24,0,0,0,23,1,0,6252,112581,8/10/20,08/15/20
N,New Caledonia,23,0,0,0,22,1,0,11265,285799,8/10/20,08/15/20
L,Laos,20,0,0,0,19,1,0,31357,7286905,8/10/20,08/15/20
D,Dominica,18,0,0,0,18,0,0,1005,72006,8/10/20,08/15/20
S,Saint Kitts and Nevis,17,0,0,0,17,0,0,1211,53241,8/10/20,08/15/20
G,Greenland,14,0,0,0,14,0,0,6026,56781,8/10/20,08/15/20
M,Montserrat,13,0,1,0,12,0,0,61,4992,8/10/20,08/15/20
C,Caribbean Netherlands,13,0,0,0,7,6,0,424,26250,8/10/20,08/15/20
F,Falkland Islands,13,0,0,0,13,0,0,2256,3490,8/10/20,08/15/20
S,St. Barth,13,0,0,0,6,7,0,1612,9880,8/10/20,08/15/20
V,Vatican City,12,0,0,0,12,0,0,0,801,8/10/20,08/15/20
W,Western Sahara,10,0,1,0,8,1,0,0,598843,8/10/20,08/15/20
M,MS Zaandam,9,0,2,0,0,7,0,0,0,8/10/20,08/15/20
B,British Virgin Islands,9,0,1,0,7,1,0,1522,30253,8/10/20,08/15/20
S,Saint Pierre Miquelon,4,0,0,0,1,3,0,0,5791,8/10/20,08/15/20
A,Anguilla,3,0,0,0,3,0,0,537,15018,8/10/20,08/15/20
U,USA,5529789,53523,172606,1071,2904389,2452794,17186,70224673,331245770,8/15/20,08/15/20
B,Brazil,3317832,38937,107297,726,2404272,806263,8318,13464336,212747790,8/15/20,08/15/20
I,India,2589208,63986,50084,950,1860672,678452,8944,28563095,1381678359,8/15/20,08/15/20
R,Russia,917884,5061,15617,119,729411,172856,2300,32221546,145942457,8/15/20,08/15/20
S,South Africa,583653,4513,11677,121,466941,105035,539,3378029,59399953,8/15/20,08/15/20
P,Peru,525803,9507,26075,219,359781,139947,1540,2738229,33027616,8/15/20,08/15/20
M,Mexico,511369,5618,55908,615,345653,109808,3646,1156852,129099449,8/15/20,08/15/20
C,Colombia,456689,11578,14810,318,274420,167459,1493,2143097,50949591,8/15/20,08/15/20
C,Chile,383902,1791,10395,55,356951,16556,1207,1988709,19136544,8/15/20,08/15/20
S,Spain,358843,0,28617,0,0,0,617,7472031,46757092,8/15/20,08/15/20
I,Iran,341070,2245,19492,161,295630,25948,3911,2836252,84124058,8/15/20,08/15/20
U,UK,317444,1077,41361,3,0,0,73,14320621,67930780,8/15/20,08/15/20
S,Saudi Arabia,297315,1413,3369,31,264487,29459,1766,4202076,34879260,8/15/20,08/15/20
A,Argentina,289100,6663,5637,110,205697,77766,1716,949170,45247072,8/15/20,08/15/20
P,Pakistan,288047,747,6162,9,265624,16261,768,2253131,221401496,8/15/20,08/15/20
B,Bangladesh,274525,2644,3625,34,157635,113265,0,1341648,164891717,8/15/20,08/15/20
I,Italy,253436,627,35392,4,203640,14404,55,7520610,60450390,8/15/20,08/15/20
T,Turkey,248117,1256,5955,21,229972,12190,668,5659286,84450635,8/15/20,08/15/20
G,Germany,224478,704,9290,1,202900,12288,224,8586648,83817831,8/15/20,08/15/20
F,France,215521,3310,30409,4,83848,101264,367,6000000,65291847,8/15/20,08/15/20
I,Iraq,172583,4293,5785,76,122700,44098,590,1263650,40328274,8/15/20,08/15/20
P,Philippines,157918,4351,2600,159,72209,83109,461,2003875,109758588,8/15/20,08/15/20
I,Indonesia,137468,2345,6071,50,91321,40076,0,1862801,273879444,8/15/20,08/15/20
C,Canada,121889,237,9024,4,108218,4647,2296,4741146,37783150,8/15/20,08/15/20
Q,Qatar,114809,277,192,2,111505,3112,69,546285,2807805,8/15/20,08/15/20
